Edad,Genero,Peso (kg),Altura (m),Maximo_LATIDOS_POR_MINUTO,Promedio_LATIDOS_POR_MINUTO,Reposo_LATIDOS_POR_MINUTO,Duracion_Sesion (horas),Calorias_Quemadas,Tipo_Entrenamiento,Porcentaje_Grasa,Agua (litros),Frecuencia (dias/semanal),Nivel_Experiencia,Indice_De_Masa_Corporal
40,Female,"57,8","1,71",168,143,61,"1,87","2672,0",HIIT,185449024627327000%,"2,71",5,3,"19,8"
40,Male,"87,7","1,87",196,134,54,"1,97","2047,2",Cardio,2592165008301060000%,"3,52",5,3,"25,1"
40,Male,"63,4","1,53",197,143,73,"1,93","1506,6",Yoga,2921381339174590000%,"2,7",5,3,"27,1"
40,Male,"63,3","1,63",185,143,72,"1,3","1571,6",HIIT,247778165852691000%,"3,39",2,1,"23,8"
40,Male,"73,0","1,6",173,130,67,"0,87","764,9",Cardio,3037482929534680000%,"1,89",3,1,"28,5"
40,Female,"93,8","1,93",188,157,60,"1,37","1654,7",HIIT,2358979727504270000%,"1,99",3,1,"25,2"
40,Female,"81,6","1,74",166,132,58,"0,92","910,8",Strength,2952949203966450000%,"2,73",2,1,"26,9"
40,Female,"69,5","1,51",189,141,64,"1,27","915,2",Yoga,3397081585136490000%,"1,92",3,2,"30,5"
40,Male,"55,3","1,6",184,151,69,"0,88","579,7",Yoga,223313829099334000%,"1,99",2,1,"21,6"
40,Male,"58,5","1,56",174,136,63,"0,62","613,8",Strength,2838616660895580000%,"2,22",2,1,"24,0"
40,Female,"93,9","1,93",188,157,60,"1,38","1215,5",Cardio,2665306019477200000%,"2,01",3,1,"25,2"
40,Female,"87,7","1,87",196,134,54,"1,96","1528,8",Yoga,26194853022117500%,"3,52",5,3,"25,1"
40,Female,"71,3","1,6",173,130,67,"0,87","574,2",Yoga,27352693777272200%,"1,91",3,1,"27,8"
40,Female,"64,6","1,62",185,143,72,"1,3","1288,2",Strength,2350922853103420000%,"3,42",2,1,"24,6"
40,Female,"57,2","1,71",168,143,61,"1,88","2199,6",Strength,206429229699709000%,"2,7",5,3,"19,6"
40,Male,"76,9","1,91",179,137,68,"1,14","1506,1",HIIT,247626957060254000%,"3,72",4,2,"21,1"
40,Female,"56,9","1,71",168,142,61,"1,86","1937,4",Cardio,183617734575966000%,"2,72",5,3,"19,5"
40,Female,"76,9","1,92",179,137,68,"1,13","811,6",Yoga,2490541683390490000%,"3,71",4,2,"20,9"
40,Male,"59,3","1,98",198,138,74,"1,43","1886,0",HIIT,2002218516131040000%,"2,5",3,2,"15,1"
40,Female,"63,8","1,61",163,159,59,"1,32","1743,9",HIIT,249131352830051000%,"1,58",3,2,"24,6"
40,Male,"77,0","1,92",179,137,68,"1,13","1220,4",Strength,219856432736070000%,"3,7",4,2,"20,9"
40,Male,"81,8","1,74",166,133,58,"0,9","891,0",Strength,292601633455496000%,"2,69",2,1,"27,0"
40,Male,"57,6","1,56",174,136,63,"0,61","536,3",Cardio,28698943329405800%,"2,21",2,1,"23,7"
40,Male,"63,2","1,53",197,143,73,"1,93","2757,8",HIIT,2977347974894370000%,"2,7",5,3,"27,0"
40,Female,"53,0","1,66",198,120,71,"1,26","1366,5",Strength,238762153729919000%,"1,7",3,2,"19,2"
40,Male,"57,6","1,56",174,136,63,"0,62","546,1",Cardio,235753541042366000%,"2,2",2,1,"23,7"
40,Male,"81,5","1,74",166,133,58,"0,91","900,1",Strength,2766212237735740000%,"2,69",2,1,"26,9"
40,Male,"63,7","1,63",185,142,72,"1,31","863,0",Yoga,241864377130296000%,"3,4",2,1,"24,0"
40,Male,"55,4","1,61",184,158,64,"1,55","1208,1",Yoga,237581610542476000%,"2,7",4,3,"21,4"
40,Male,"57,8","1,71",168,143,61,"1,87","2187,9",Strength,2165713574582510000%,"2,68",5,3,"19,8"
40,Male,"52,1","1,61",198,128,70,"0,87","1053,7",HIIT,2315293333798800%,"3,31",2,1,"20,1"
40,Female,"63,9","1,61",163,159,59,"1,32","1424,4",Strength,254030794731443000%,"1,63",3,2,"24,7"
40,Male,"106,7","1,65",162,162,74,"1,32","1424,4",Strength,3500%,"3,6",4,2,"39,2"
40,Female,"94,0","1,93",188,157,60,"1,38","1368,7",Strength,25301796626031400%,2,3,1,"25,2"
40,Female,"51,7","1,61",198,128,70,"0,87","574,2",Yoga,2588372402745960000%,"3,31",2,1,"19,9"
40,Male,"64,3","1,62",185,143,72,"1,31","1585,1",HIIT,253537338156760000%,"3,39",2,1,"24,5"
40,Male,"55,3","1,61",184,158,64,"1,55","1813,5",Strength,223327502123580000%,"2,69",4,3,"21,3"
40,Male,"77,0","1,92",179,137,68,"1,13","1489,1",HIIT,205826542007510000%,"3,69",4,2,"20,9"
40,Female,"70,2","1,55",171,163,74,"0,84","740,5",Cardio,299863837052684000%,"1,5",3,1,"29,2"
40,Female,"55,5","1,61",184,158,64,"1,55","1209,9",Yoga,236526712278498000%,"2,71",4,3,"21,4"
40,Male,"62,3","1,53",197,143,73,"1,92","2249,9",Strength,2312717193096100%,"2,7",5,3,"26,6"
40,Male,"69,4","1,99",180,149,51,"1,14","822,2",Yoga,19164598806650600%,"2,39",4,2,"17,5"
40,Male,"80,1","1,76",168,167,74,"1,64","1279,2",Yoga,265580129202710000%,"3,49",5,3,"25,9"
40,Female,"72,7","1,6",173,130,67,"0,86","567,6",Yoga,314467934843283000%,"1,91",3,1,"28,4"
40,Male,"52,3","1,66",198,120,71,"1,27","1218,2",Cardio,2298973525932720000%,"1,7",3,2,"19,0"
40,Female,"79,6","1,76",168,167,74,"1,63","1696,5",Cardio,278682766268281000%,"3,5",5,3,"25,7"
40,Female,"61,0","1,88",183,141,61,"1,22","1317,6",Strength,222158181843400000%,"2,97",3,2,"17,3"
40,Female,"69,5","1,99",180,149,51,"1,16","1531,2",HIIT,219096305189371000%,"2,39",4,2,"17,6"
40,Female,"57,5","1,69",184,156,53,"1,19","1573,4",HIIT,231748259460882000%,"2,38",4,2,"20,2"
40,Female,"72,6","1,94",177,162,69,"0,82","814,0",Strength,201284826859479000%,"2,4",2,1,"19,3"
40,Male,"58,1","1,71",168,143,61,"1,88","1466,4",Yoga,2075651365422470000%,"2,68",5,3,"19,9"
40,Male,"88,0","1,87",196,134,54,"1,96","2040,0",Cardio,234074668222663000%,"3,5",5,3,"25,2"
40,Male,"57,5","1,69",184,156,53,"1,18","848,9",Yoga,2098340276184100000%,"2,41",4,2,"20,1"
40,Female,"60,2","1,88",184,141,61,"1,22","1609,1",HIIT,1907237682272030000%,"2,98",3,2,"17,0"
40,Male,"64,1","1,62",185,143,72,"1,3","857,2",Yoga,263542745410886000%,"3,4",2,1,"24,4"
40,Male,"72,1","1,6",173,130,67,"0,87","573,7",Yoga,288920044517772000%,"1,88",3,1,"28,2"
40,Male,"55,1","1,61",184,157,64,"1,57","1634,1",Cardio,220921950235674000%,"2,68",4,3,"21,3"
40,Female,"88,1","1,87",196,134,54,"1,96","2041,5",Cardio,27456778916846400%,"3,49",5,3,"25,2"
40,Female,"63,2","1,61",163,159,59,"1,31","942,4",Yoga,2698640236792110000%,"1,6",3,2,"24,4"
40,Female,"57,7","1,69",184,156,53,"1,17","1126,0",Cardio,228253783711876000%,"2,4",4,2,"20,2"
40,Male,"58,3","1,56",174,136,63,"0,62","546,1",Cardio,271315940168037000%,"2,17",2,1,"23,9"
40,Female,"70,0","1,51",189,141,64,"1,27","1675,0",HIIT,3500%,"1,91",3,2,"30,7"
40,Female,"51,8","1,61",198,128,70,"0,89","783,9",Cardio,2473411296299900000%,"3,29",2,1,"20,0"
40,Female,"58,1","1,98",198,138,74,"1,43","1547,0",Strength,2133442679842200%,"2,49",3,2,"14,8"
40,Male,"57,0","1,71",168,143,61,"1,87","2187,9",Strength,185116406435434000%,"2,72",5,3,"19,5"
40,Female,"72,5","1,6",173,130,67,"0,87","574,2",Yoga,273663758012878000%,"1,87",3,1,"28,3"
40,Female,"69,9","1,55",171,163,74,"0,86","1040,6",HIIT,31011691417078600%,"1,51",3,1,"29,1"
40,Male,"87,5","1,87",196,134,54,"1,96","1525,3",Yoga,2586277347509300000%,"3,5",5,3,"25,0"
40,Female,"55,2","1,61",184,158,64,"1,55","1209,9",Yoga,248788630037971000%,"2,71",4,3,"21,3"
40,Female,"93,9","1,93",188,157,60,"1,38","1213,3",Cardio,272095561828719000%,2,3,1,"25,2"
40,Female,"70,5","1,55",171,163,74,"0,85","751,4",Cardio,2889530784721680000%,"1,49",3,1,"29,4"
40,Female,"58,5","1,99",198,137,74,"1,42","1532,3",Strength,19248669644531400%,"2,51",3,2,"14,8"
40,Female,"58,4","1,98",198,138,74,"1,43","1375,1",Cardio,1723581235014710000%,"2,5",3,2,"14,9"
40,Female,"55,0","1,61",184,158,64,"1,55","1812,1",Strength,2259958599256300000%,"2,7",4,3,"21,2"
40,Female,"62,8",2,176,161,71,"1,42","1366,6",Cardio,210973555437772000%,"2,89",4,2,"15,7"
40,Male,"51,8","1,61",198,128,70,"0,88","773,0",Cardio,215965261438758000%,"3,3",2,1,"20,0"
40,Male,"51,1","1,82",161,160,71,"0,9","1088,0",HIIT,168595480089565000%,3,3,1,"15,4"
40,Male,"55,8","1,71",184,148,59,"1,96","2036,8",Cardio,216106089820068000%,"2,72",5,3,"19,1"
40,Female,"52,0","1,82",161,160,71,"0,89","783,2",Cardio,2190614042476260000%,3,3,1,"15,7"
40,Male,"69,6","1,51",189,141,64,"1,27","915,9",Yoga,313343410128623000%,"1,91",3,2,"30,5"
40,Male,"51,6","1,82",161,160,71,"0,9","594,5",Yoga,2289829187660520000%,3,3,1,"15,6"
40,Female,"73,6","1,94",177,162,69,"0,81","711,5",Cardio,202816410995987000%,"2,41",2,1,"19,6"
40,Male,"56,8","1,79",198,153,57,"1,79","1395,1",Yoga,203501692891957000%,"2,7",5,3,"17,7"
40,Male,"68,7","1,99",180,149,51,"1,14","1507,3",HIIT,1898104830764920000%,"2,38",4,2,"17,3"
40,Male,"93,2","1,93",188,157,60,"1,39","1222,1",Cardio,306574030076896000%,"1,99",3,1,"25,0"
40,Female,"57,9","1,98",198,138,74,"1,43","1548,3",Strength,1555330227466510000%,"2,5",3,2,"14,8"
40,Male,"80,2","1,76",168,167,74,"1,63","1691,3",Cardio,2871186525150550000%,"3,49",5,3,"25,9"
40,Male,"63,3","1,53",197,143,73,"1,92","2246,4",Strength,264472159486635000%,"2,72",5,3,"27,0"
40,Female,"81,9","1,74",165,133,58,"0,92","1108,1",HIIT,310903558671008000%,"2,69",2,1,"27,0"
40,Male,"62,8","1,53",197,143,73,"1,93","2004,1",Cardio,235938777485621000%,"2,7",5,3,"26,8"
40,Male,"69,6","1,55",171,163,74,"0,85","841,5",Strength,2758497123214830000%,"1,51",3,1,"29,0"
40,Female,"54,8","1,61",184,158,64,"1,56","1622,4",Cardio,2009534620218730000%,"2,69",4,3,"21,2"
40,Male,"68,6","1,99",180,149,51,"1,16","836,6",Yoga,200240451344810000%,"2,41",4,2,"17,3"
40,Female,"63,4","1,61",163,159,59,"1,3","1250,1",Cardio,225005546869846000%,"1,6",3,2,"24,5"
40,Female,"60,7","1,88",183,141,61,"1,22","1169,3",Cardio,192870927331122000%,"2,98",3,2,"17,2"
40,Female,"72,0","1,6",173,131,67,"0,87","1051,7",HIIT,299194648182663000%,"1,92",3,1,"28,1"
40,Male,"63,8","1,62",185,143,72,"1,3","1571,6",HIIT,2708560052469210000%,"3,39",2,1,"24,3"
40,Male,"62,6","1,53",197,142,73,"1,92","2749,8",HIIT,287488695688314000%,"2,71",5,3,"26,8"
40,Male,"106,7","1,65",162,162,74,"1,31","1413,6",Strength,3500%,"3,61",4,2,"39,2"
40,Male,"59,9","1,88",183,141,61,"1,22","1317,6",Strength,1691038430475290000%,3,3,2,"17,0"
40,Female,"57,9","1,98",198,138,74,"1,43","1370,5",Cardio,1930308076027790000%,"2,5",3,2,"14,8"
40,Female,"87,9","1,87",196,134,54,"1,96","1532,3",Yoga,294017385751042000%,"3,51",5,3,"25,2"
40,Female,"76,7","1,92",179,137,68,"1,13","1221,4",Strength,241372215814703000%,"3,71",4,2,"20,8"
40,Female,"82,2","1,74",166,133,58,"0,9","792,0",Cardio,282547775857225000%,"2,7",2,1,"27,2"
40,Male,"56,5","1,71",168,143,61,"1,86","2176,2",Strength,2036366610696930000%,"2,7",5,3,"19,3"
40,Male,"70,7","1,55",171,163,74,"0,85","840,7",Strength,3500%,"1,48",3,1,"29,4"
40,Female,"69,2","1,99",180,149,51,"1,15","1241,0",Strength,1905699605975520000%,"2,4",4,2,"17,5"
40,Female,"63,6","1,62",185,143,72,"1,3","1145,0",Cardio,267900549231139000%,"3,38",2,1,"24,2"
40,Male,"87,7","1,87",196,134,54,"1,96","2807,1",HIIT,2574732524870120000%,"3,49",5,3,"25,1"
40,Female,"63,7","1,62",185,143,72,"1,3","857,2",Yoga,2971016771492820000%,"3,41",2,1,"24,3"
40,Male,"62,0","1,53",197,143,73,"1,94","2269,8",Strength,286869651316594000%,"2,7",5,3,"26,5"
40,Female,"63,2","1,6",163,159,59,"1,3","934,4",Yoga,2455087638417100000%,"1,61",3,2,"24,7"
40,Male,"57,1","1,71",168,143,61,"1,88","2686,3",HIIT,185630890158166000%,"2,69",5,3,"19,5"
40,Male,"56,7","1,79",198,153,57,"1,79","1396,2",Yoga,2356266489525330000%,"2,71",5,3,"17,7"
40,Female,"82,3","1,74",166,133,58,"0,92","810,3",Cardio,274327359975200000%,"2,7",2,1,"27,2"
40,Female,"51,7","1,82",161,160,71,"0,91","1101,1",HIIT,213641504201075000%,"3,01",3,1,"15,6"
40,Male,"63,8","1,63",185,143,72,"1,3","1145,0",Cardio,275283026153793000%,"3,39",2,1,"24,0"
40,Male,"57,0","1,71",168,143,61,"1,86","1451,9",Yoga,238317315763864000%,"2,69",5,3,"19,5"
40,Female,"69,4","1,99",180,149,51,"1,15","1104,9",Cardio,194039728083483000%,"2,41",4,2,"17,5"
40,Male,"68,7","1,99",180,149,51,"1,16","834,5",Yoga,235970441428202000%,"2,39",4,2,"17,4"
40,Male,"63,7","1,62",185,143,72,"1,31","1589,4",HIIT,235457704171231000%,"3,4",2,1,"24,3"
40,Female,"70,0","1,51",189,141,64,"1,27","1679,2",HIIT,32418880753531500%,"1,91",3,2,"30,7"
40,Male,"72,2","1,6",172,130,67,"0,87","861,3",Strength,276517323990064000%,"1,89",3,1,"28,2"
40,Female,"81,6","1,74",166,133,58,"0,92","809,6",Cardio,2897914455975410000%,"2,71",2,1,"27,0"
40,Female,"76,7","1,92",179,137,68,"1,14","1095,3",Cardio,224705882625130000%,"3,68",4,2,"20,8"
40,Female,"55,4","1,79",198,153,57,"1,78","1852,6",Cardio,223874185226662000%,"2,71",5,3,"17,3"
40,Male,"57,8","1,71",168,143,61,"1,87","2189,6",Strength,205330896412288000%,"2,7",5,3,"19,8"
40,Male,"88,4","1,87",196,134,54,"1,97","2821,4",HIIT,2246882312246280000%,"3,49",5,3,"25,3"
40,Male,"70,4","1,51",189,141,64,"1,25","901,5",Yoga,316647426481812000%,"1,91",3,2,"30,9"
40,Male,"87,9","1,87",196,134,54,"1,96","2293,2",Strength,289188513615633000%,"3,49",5,3,"25,1"
40,Male,"87,7","1,87",196,134,54,"1,97","1535,4",Yoga,242529111198692000%,"3,51",5,3,"25,1"
40,Male,"52,0","1,61",198,128,70,"0,86","852,2",Strength,2216074782154790000%,"3,29",2,1,"20,1"
40,Male,"69,7","1,55",171,163,74,"0,86","852,2",Strength,3193806801650600000%,"1,49",3,1,"29,0"
40,Male,"55,3","1,61",184,158,64,"1,55","1614,5",Cardio,246239007901955000%,"2,72",4,3,"21,4"
40,Female,"62,6",2,176,161,71,"1,42","1536,2",Strength,2106112460373420000%,"2,89",4,2,"15,7"
40,Female,"57,6","1,71",168,143,61,"1,86","1449,7",Yoga,241646140857172000%,"2,67",5,3,"19,7"
40,Female,"58,1","1,98",198,138,74,"1,43","1544,4",Strength,1730034326979420000%,"2,49",3,2,"14,8"
40,Female,"76,6","1,92",179,137,68,"1,13","1221,4",Strength,2388523717753100000%,"3,69",4,2,"20,8"
40,Female,"93,6","1,93",188,157,60,"1,39","919,1",Yoga,2750520435118360000%,"1,99",3,1,"25,1"
40,Female,"80,7","1,77",168,167,74,"1,63","2336,3",HIIT,2579898374176400000%,"3,51",5,3,"25,8"
40,Female,"58,1","1,98",198,138,74,"1,43","1543,1",Strength,1758629827112400000%,"2,49",3,2,"14,8"
40,Male,"59,9","1,88",183,141,61,"1,22","1319,8",Strength,208021280875970000%,"2,99",3,2,"17,0"
40,Female,"63,5",2,176,161,71,"1,42","1531,0",Strength,184145010329590000%,"2,9",4,2,"15,9"
40,Male,"77,0","1,92",179,137,68,"1,12","806,4",Yoga,2222583933446460000%,"3,69",4,2,"20,9"
40,Female,"58,3","1,98",198,138,74,"1,43","1882,9",HIIT,1767232434668630000%,"2,5",3,2,"14,9"
40,Female,"70,3","1,55",171,163,74,"0,85","561,0",Yoga,297860730365460000%,"1,5",3,1,"29,2"
40,Female,"72,7","1,94",177,162,69,"0,81","534,1",Yoga,247228428973132000%,"2,4",2,1,"19,3"
40,Female,"68,6","1,99",180,149,51,"1,16","1254,9",Strength,196982605615434000%,"2,4",4,2,"17,3"
40,Male,"57,7","1,69",184,157,53,"1,18","849,6",Yoga,223109881135401000%,"2,4",4,2,"20,2"
40,Female,"57,6","1,56",174,136,63,"0,6","395,6",Yoga,252948058234794000%,"2,2",2,1,"23,7"
40,Female,"69,8","1,55",171,163,74,"0,85","840,7",Strength,279571038758985000%,"1,48",3,1,"29,0"
40,Male,"80,1","1,76",168,167,74,"1,64","2347,0",HIIT,2502376092791180000%,"3,51",5,3,"25,9"
40,Female,"60,8","1,88",183,141,61,"1,22","876,9",Yoga,222567246845157000%,"2,97",3,2,"17,2"
40,Male,"57,2","1,71",168,143,61,"1,87","1943,3",Cardio,2297565328862170000%,"2,69",5,3,"19,6"
40,Female,"53,2","1,66",198,120,71,"1,27","1677,8",HIIT,187239141114839000%,"1,72",3,2,"19,3"
40,Male,"52,9","1,61",198,128,70,"0,87","861,3",Strength,197299752063131000%,"3,3",2,1,"20,4"
40,Female,"57,8","1,69",184,156,53,"1,17","840,3",Yoga,2387941883615940000%,"2,41",4,2,"20,2"
40,Female,"80,3","1,76",168,167,74,"1,63","1273,4",Yoga,2843014371074590000%,"3,51",5,3,"25,9"
40,Female,"52,2","1,82",161,160,71,"0,9","890,2",Strength,188278941840869000%,"3,01",3,1,"15,8"
40,Male,"58,6","1,99",198,138,74,"1,43","1884,5",HIIT,1765503003885610000%,"2,51",3,2,"14,8"
40,Male,"69,9","1,51",189,141,64,"1,27","915,9",Yoga,297846958865743000%,"1,9",3,2,"30,7"
40,Female,"52,3","1,61",198,128,70,"0,87","764,2",Cardio,2400947377849480000%,"3,3",2,1,"20,2"
40,Male,"68,6","1,99",180,148,51,"1,16","1114,5",Cardio,2453780564290850000%,"2,41",4,2,"17,3"
40,Male,"59,9","1,88",183,141,61,"1,21","1307,9",Strength,1946699191957670000%,3,3,2,"17,0"
40,Female,"58,1","1,56",174,136,63,"0,61","738,1",HIIT,22992737386063200%,"2,2",2,1,"23,9"
40,Female,"60,9","1,88",183,141,61,"1,21","1306,8",Strength,1942453008258180000%,"2,99",3,2,"17,2"
40,Male,"69,6","1,55",171,163,74,"0,86","1038,7",HIIT,2912212071041330000%,"1,5",3,1,"29,0"
40,Male,"81,0","1,74",166,133,58,"0,91","901,7",Strength,2597608957445620000%,"2,7",2,1,"26,7"
40,Male,"58,7","1,98",198,138,74,"1,43","1030,5",Yoga,1798907454763390000%,"2,5",3,2,"15,0"
40,Female,"76,7","1,92",179,137,68,"1,13","1491,6",HIIT,2278495896532410000%,"3,7",4,2,"20,8"
40,Female,"55,2","1,61",184,158,64,"1,55","1810,7",Strength,225076157263377000%,"2,7",4,3,"21,3"
40,Male,"52,0","1,81",161,160,71,"0,9","892,6",Strength,1844025463530480000%,"2,98",3,1,"15,9"
40,Female,"57,4","1,71",168,143,61,"1,87","1457,5",Yoga,204690879240295000%,"2,7",5,3,"19,6"
40,Female,"64,1","1,62",185,143,72,"1,31","864,6",Yoga,256826476895112000%,"3,41",2,1,"24,4"
40,Male,"72,6","1,6",173,130,67,"0,87","860,5",Strength,304692292718216000%,"1,88",3,1,"28,4"
40,Female,"56,2","1,79",198,152,57,"1,78","1388,4",Yoga,184053366064417000%,"2,69",5,3,"17,5"
40,Male,"68,9","1,51",189,141,64,"1,27","915,2",Yoga,3052712665744140000%,"1,9",3,2,"30,2"
40,Male,"58,1","1,69",184,156,53,"1,18","1557,6",HIIT,227409668352306000%,"2,39",4,2,"20,3"
40,Female,"88,2","1,87",196,134,54,"1,96","2805,0",HIIT,245787348661401000%,"3,5",5,3,"25,2"
40,Female,"68,9","1,99",180,149,51,"1,16","1532,5",HIIT,218775548575882000%,"2,39",4,2,"17,4"
40,Female,"76,8","1,92",179,137,68,"1,14","1095,3",Cardio,230631652246686000%,"3,69",4,2,"20,8"
40,Female,"88,3","1,87",196,134,54,"1,95","2279,7",Strength,276990510756510000%,"3,49",5,3,"25,3"
40,Male,"87,6","1,87",196,134,54,"1,96","2291,4",Strength,2688476755166300000%,"3,51",5,3,"25,1"
40,Female,"56,6","1,79",198,153,57,"1,81","2586,3",HIIT,1960404876576120000%,"2,69",5,3,"17,7"
40,Female,"57,5","1,71",168,143,61,"1,88","1466,4",Yoga,1966564682790670000%,"2,69",5,3,"19,7"
40,Male,"69,4","1,99",180,149,51,"1,16","1113,6",Cardio,20703133969138800%,"2,4",4,2,"17,5"
40,Male,"73,9","1,94",177,162,69,"0,81","534,1",Yoga,250720463386464000%,"2,38",2,1,"19,6"
40,Male,"73,3","1,94",177,162,69,"0,82","993,1",HIIT,2211948308256340000%,"2,4",2,1,"19,5"
40,Female,"60,0","1,88",183,141,61,"1,22","1609,1",HIIT,214829655216221000%,"2,99",3,2,"17,0"
40,Male,"73,2","1,59",173,130,67,"0,88","871,2",Strength,310742142644725000%,"1,91",3,1,"29,0"
40,Female,"62,1",2,176,161,71,"1,42","1876,0",HIIT,2043839521310140000%,"2,9",4,2,"15,5"
40,Male,"62,8",2,175,161,71,"1,41","1522,8",Strength,1985902394110950000%,"2,89",4,2,"15,7"
40,Female,"69,3","1,51",189,141,64,"1,27","1372,7",Strength,31370352128935600%,"1,9",3,2,"30,4"
40,Male,"52,0","1,82",161,161,71,"0,9","792,0",Cardio,173768989046453000%,"2,99",3,1,"15,7"
40,Male,"56,1","1,79",198,153,57,"1,79","1396,2",Yoga,196185677395468000%,"2,69",5,3,"17,5"
40,Female,"73,0","1,94",177,162,69,"0,8","528,5",Yoga,2208695759779400000%,"2,39",2,1,"19,4"
40,Female,"73,9","1,94",177,163,69,"0,81","981,0",HIIT,201120170226397000%,"2,39",2,1,"19,6"
40,Male,"56,0","1,61",184,158,64,"1,55","1813,5",Strength,2306461302844400000%,"2,69",4,3,"21,6"
40,Male,"51,2","1,82",161,160,71,"0,9","891,0",Strength,17745460179920400%,3,3,1,"15,5"
40,Male,"77,9","1,92",179,137,68,"1,14","1233,3",Strength,2447304267994380000%,"3,71",4,2,"21,1"
40,Female,"58,3","1,98",198,138,74,"1,41","1856,6",HIIT,195077757623805000%,"2,52",3,2,"14,9"
40,Male,"56,0","1,79",198,153,57,"1,79","1864,5",Cardio,2179097607555680000%,"2,71",5,3,"17,5"
40,Male,"63,1",2,176,161,71,"1,42","1534,9",Strength,1736073397946030000%,"2,88",4,2,"15,8"
40,Female,"57,6","1,71",168,143,61,"1,87","1460,8",Yoga,2045668344113270000%,"2,68",5,3,"19,7"
40,Female,"106,4","1,65",162,162,74,"1,33","956,0",Yoga,3500%,"3,61",4,2,"39,1"
40,Male,"81,8","1,74",166,133,58,"0,91","903,4",Strength,273332362213420000%,"2,72",2,1,"27,0"
40,Female,"68,5","1,99",180,149,51,"1,16","834,5",Yoga,1792588646344550000%,"2,41",4,2,"17,3"
40,Female,"93,0","1,93",188,157,60,"1,37","1660,7",HIIT,2719964859869960000%,2,3,1,"25,0"
40,Female,"57,2","1,71",168,143,61,"1,87","2187,9",Strength,229185691296082000%,"2,69",5,3,"19,5"
40,Male,"72,6","1,6",173,130,67,"0,86","567,6",Yoga,3113446860548760000%,"1,92",3,1,"28,4"
40,Male,"82,5","1,74",166,133,58,"0,91","1102,1",HIIT,277004040076647000%,"2,72",2,1,"27,2"
40,Male,"51,4","1,82",161,160,71,"0,9","890,2",Strength,207700236920773000%,"3,02",3,1,"15,5"
40,Male,"73,4","1,94",177,162,69,"0,81","534,1",Yoga,228175696907541000%,"2,39",2,1,"19,5"
40,Male,"73,1","1,6",173,130,67,"0,87","574,2",Yoga,2643429305428490000%,"1,92",3,1,"28,5"
40,Male,"58,6","1,98",198,138,74,"1,43","1887,6",HIIT,190806449830272000%,"2,5",3,2,"15,0"
40,Male,"69,0","1,99",180,150,51,"1,16","1250,7",Strength,2077418178778750000%,"2,4",4,2,"17,4"
40,Male,"72,8","1,6",173,130,67,"0,87","859,0",Strength,327067627360751000%,"1,9",3,1,"28,4"
40,Female,"63,7","1,62",185,143,72,"1,3","1144,0",Cardio,276314248830760000%,"3,39",2,1,"24,3"
40,Male,"57,4","1,69",184,156,53,"1,17","1122,3",Cardio,24601207176195800%,"2,4",4,2,"20,1"
40,Female,"76,7","1,92",179,137,68,"1,12","1072,5",Cardio,240515659125440000%,"3,69",4,2,"20,8"
40,Male,"106,1","1,65",162,162,74,"1,32","1269,3",Cardio,3500%,"3,6",4,2,"39,0"
40,Male,"72,6","1,6",173,130,67,"0,88","871,2",Strength,3140235719365900%,"1,88",3,1,"28,4"
40,Female,"64,1","1,62",185,143,72,"1,29","1559,5",HIIT,2646338462744010000%,"3,42",2,1,"24,4"
40,Male,"57,1","1,68",184,156,53,"1,18","849,6",Yoga,226541383183246000%,"2,41",4,2,"20,2"
40,Male,"80,0","1,76",168,167,74,"1,63","1902,7",Strength,2883045323134280000%,"3,5",5,3,"25,8"
40,Male,"63,5",2,176,161,71,"1,42","1363,2",Cardio,223497399800867000%,"2,88",4,2,"15,9"
40,Male,"55,4","1,61",184,158,64,"1,54","1202,1",Yoga,212672905427954000%,"2,7",4,3,"21,4"
40,Female,"52,9","1,66",198,121,71,"1,27","1676,4",HIIT,1933309897067370000%,"1,71",3,2,"19,2"
40,Female,"52,7","1,82",161,160,71,"0,91","899,3",Strength,15804054443999500%,"3,01",3,1,"15,9"
40,Male,"63,7","1,62",185,142,72,"1,3","1140,9",Cardio,288358371242566000%,"3,4",2,1,"24,3"
40,Male,"70,2","1,55",171,163,74,"0,84","1017,3",HIIT,2770377810565420000%,"1,5",3,1,"29,2"
40,Male,"87,5","1,87",196,134,54,"1,97","2312,0",Strength,2816881096738460000%,"3,53",5,3,"25,0"
40,Male,"76,8","1,92",179,137,68,"1,14","1232,2",Strength,2511841632450000000%,"3,72",4,2,"20,8"
40,Male,"63,3","1,53",197,143,73,"1,92","2743,5",HIIT,2626411803978170000%,"2,7",5,3,"27,0"
40,Female,"59,0","1,98",198,138,74,"1,44","1902,4",HIIT,198431326618673000%,"2,49",3,2,"15,0"
40,Female,"57,9","1,7",184,156,53,"1,18","1271,2",Strength,2309290335198010000%,"2,43",4,2,"20,0"
40,Male,"63,0","1,53",197,143,73,"1,93","2762,0",HIIT,250277810442241000%,"2,7",5,3,"26,9"
40,Male,"57,9","1,69",184,156,53,"1,17","1264,7",Strength,228334739205730000%,"2,39",4,2,"20,3"
40,Female,"80,8","1,76",168,167,74,"1,63","2330,9",HIIT,280712708076346000%,"3,5",5,3,"26,1"
40,Female,"57,7","1,69",184,156,53,"1,19","1143,4",Cardio,233716173334179000%,"2,38",4,2,"20,2"
